    dirname, B4TOD4, B5TOB4, R45TOB4, OMEGA5, GAMMAU, ALPHA4, RE, pt_loss
    "ubend_0.05_1.32_1.58_2.47_0.99_16.92_316648.42_0.5",   0.05,   1.32,   1.58,   2.47,   0.99,   16.92,   316648,   0.160011
    "ubend_0.05_1.32_2.32_0.94_-0.16_31.08_370454.08_0.5",   0.05,   1.32,   2.32,   0.94,   -0.16,   31.08,   370454,   0.0755064
    "ubend_0.05_1.33_1.66_2.38_0.27_12.29_462307.66_0.5",   0.05,   1.33,   1.66,   2.38,   0.27,   12.29,   462307,   0.16663
    "ubend_0.05_1.37_1.89_0.16_0.48_49.57_277538.24_0.5",   0.05,   1.37,   1.89,   0.16,   0.48,   49.57,   277538,   0.120933
    "ubend_0.05_1.37_4.56_4.2_0.97_29.77_416783.35_0.5",   0.05,   1.37,   4.56,   4.2,   0.97,   29.77,   416783,   0.227606
    "ubend_0.05_1.39_4.14_-1.69_0.7_12.15_443191.17_0.5",   0.05,   1.39,   4.14,   -1.69,   0.7,   12.15,   443191,   0.324239
    "ubend_0.05_1.3_4.72_9.09_-0.64_19.85_415256.58_0.5",   0.05,   1.3,   4.72,   9.09,   -0.64,   19.85,   415256,   0.227025
    "ubend_0.05_1.44_3.12_-5.55_-0.13_53.0_368429.68_0.5",   0.05,   1.44,   3.12,   -5.55,   -0.13,   53,   368429,   0.0586425
    "ubend_0.05_1.47_3.1_-1.06_-0.81_40.73_408070.75_0.5",   0.05,   1.47,   3.1,   -1.06,   -0.81,   40.73,   408070,   0.144066
    "ubend_0.05_1.48_1.52_1.32_-0.11_17.03_435130.77_0.5",   0.05,   1.48,   1.52,   1.32,   -0.11,   17.03,   435130,   0.130649
    "ubend_0.05_1.48_2.42_1.46_-0.2_24.88_182402.12_0.5",   0.05,   1.48,   2.42,   1.46,   -0.2,   24.88,   182402,   0.119999
    "ubend_0.05_1.4_2.14_-5.34_0.14_50.02_377242.9_0.5",   0.05,   1.4,   2.14,   -5.34,   0.14,   50.02,   377242,   0.0664137
    "ubend_0.05_1.4_3.95_9.27_0.87_32.68_481674.49_0.5",   0.05,   1.4,   3.95,   9.27,   0.87,   32.68,   481674,   0.214645
    "ubend_0.05_1.4_4.12_-8.48_-0.81_10.64_307619.82_0.5",   0.05,   1.4,   4.12,   -8.48,   -0.81,   10.64,   307619,   0.34167
    "ubend_0.05_1.5_3.54_-7.65_-0.25_40.84_133060.7_0.5",   0.05,   1.5,   3.54,   -7.65,   -0.25,   40.84,   133060,   0.109643
    "ubend_0.06_1.01_1.5_2.83_0.02_15.68_260984.29_0.5",   0.06,   1.01,   1.5,   2.83,   0.02,   15.68,   260984,   0.15164
    "ubend_0.06_1.02_2.34_-11.75_-0.79_52.06_427144.71_0.5",   0.06,   1.02,   2.34,   -11.75,   -0.79,   52.06,   427144,   0.0898035
    "ubend_0.06_1.03_2.5_13.39_-0.55_46.46_123054.49_0.5",   0.06,   1.03,   2.5,   13.39,   -0.55,   46.46,   123054,   0.0925666
    "ubend_0.06_1.04_0.96_12.08_0.7_13.18_405573.58_0.5",   0.06,   1.04,   0.96,   12.08,   0.7,   13.18,   405573,   0.115116
    "ubend_0.06_1.04_4.93_12.31_0.16_45.37_167336.9_0.5",   0.06,   1.04,   4.93,   12.31,   0.16,   45.37,   167336,   0.134726
    "ubend_0.06_1.05_4.78_6.68_-0.19_51.97_191711.1_0.5",   0.06,   1.05,   4.78,   6.68,   -0.19,   51.97,   191711,   0.11264
    "ubend_0.06_1.06_3.94_2.04_-0.37_59.3_168752.32_0.5",   0.06,   1.06,   3.94,   2.04,   -0.37,   59.3,   168752,   0.110217
    "ubend_0.06_1.06_4.31_9.99_-0.88_48.26_270913.16_0.5",   0.06,   1.06,   4.31,   9.99,   -0.88,   48.26,   270913,   0.222953
    "ubend_0.06_1.07_1.22_4.26_0.05_30.03_134426.4_0.5",   0.06,   1.07,   1.22,   4.26,   0.05,   30.03,   134426,   0.0789069
    "ubend_0.06_1.07_2.74_5.85_-0.35_52.62_190782.14_0.5",   0.06,   1.07,   2.74,   5.85,   -0.35,   52.62,   190782,   0.0746727
    "ubend_0.06_1.08_3.9_-2.86_-0.39_45.23_151902.68_0.5",   0.06,   1.08,   3.9,   -2.86,   -0.39,   45.23,   151902,   0.124919
    "ubend_0.06_1.09_3.76_2.78_-0.69_22.53_468014.36_0.5",   0.06,   1.09,   3.76,   2.78,   -0.69,   22.53,   468014,   0.190896
    "ubend_0.06_1.09_4.73_-6.43_-0.06_47.76_320985.85_0.5",   0.06,   1.09,   4.73,   -6.43,   -0.06,   47.76,   320985,   0.0973909
    "ubend_0.06_1.09_4.78_3.72_0.02_33.99_405151.94_0.5",   0.06,   1.09,   4.78,   3.72,   0.02,   33.99,   405151,   0.125213
    "ubend_0.06_1.0_3.73_5.51_-0.04_19.96_362148.13_0.5",   0.06,   1,   3.73,   5.51,   -0.04,   19.96,   362148,   0.190658
    "ubend_0.06_1.11_2.0_14.47_0.7_25.67_410196.76_0.5",   0.06,   1.11,   2,   14.47,   0.7,   25.67,   410196,   0.153869
    "ubend_0.06_1.11_2.45_-0.77_0.01_49.05_233871.99_0.5",   0.06,   1.11,   2.45,   -0.77,   0.01,   49.05,   233871,   0.066338
    "ubend_0.06_1.12_4.85_3.06_0.34_49.29_212635.73_0.5",   0.06,   1.12,   4.85,   3.06,   0.34,   49.29,   212635,   0.152569
    "ubend_0.06_1.14_2.0_5.88_0.19_35.58_286426.48_0.5",   0.06,   1.14,   2,   5.88,   0.19,   35.58,   286426,   0.0880005
    "ubend_0.06_1.14_2.46_-3.41_-0.84_17.31_200247.55_0.5",   0.06,   1.14,   2.46,   -3.41,   -0.84,   17.31,   200247,   0.184471
    "ubend_0.06_1.14_4.72_14.58_0.4_57.45_146701.45_0.5",   0.06,   1.14,   4.72,   14.58,   0.4,   57.45,   146701,   0.175463
    "ubend_0.06_1.15_3.34_12.71_0.26_31.85_261564.89_0.5",   0.06,   1.15,   3.34,   12.71,   0.26,   31.85,   261564,   0.134799
    "ubend_0.06_1.15_4.76_0.89_0.1_23.16_371710.81_0.5",   0.06,   1.15,   4.76,   0.89,   0.1,   23.16,   371710,   0.187538
    "ubend_0.06_1.16_1.26_-2.58_0.64_24.38_126532.66_0.5",   0.06,   1.16,   1.26,   -2.58,   0.64,   24.38,   126532,   0.139087
    "ubend_0.06_1.16_4.7_6.88_-0.5_11.3_133472.41_0.5",   0.06,   1.16,   4.7,   6.88,   -0.5,   11.3,   133472,   0.382211
    "ubend_0.06_1.18_1.9_8.71_0.8_18.24_308809.03_0.5",   0.06,   1.18,   1.9,   8.71,   0.8,   18.24,   308809,   0.172882
    "ubend_0.06_1.18_2.49_5.12_0.88_41.09_207413.84_0.5",   0.06,   1.18,   2.49,   5.12,   0.88,   41.09,   207413,   0.215876
    "ubend_0.06_1.18_3.43_-2.37_-0.93_26.15_121460.64_0.5",   0.06,   1.18,   3.43,   -2.37,   -0.93,   26.15,   121460,   0.205445
    "ubend_0.06_1.18_4.31_14.74_0.43_23.14_161565.49_0.5",   0.06,   1.18,   4.31,   14.74,   0.43,   23.14,   161565,   0.224834
    "ubend_0.06_1.19_2.5_-11.93_-0.11_44.14_287437.27_0.5",   0.06,   1.19,   2.5,   -11.93,   -0.11,   44.14,   287437,   0.0639488
    "ubend_0.06_1.1_1.99_4.64_-0.32_57.74_473782.71_0.5",   0.06,   1.1,   1.99,   4.64,   -0.32,   57.74,   473782,   0.0428769
    "ubend_0.06_1.1_2.37_-11.13_-0.81_42.45_440844.78_0.5",   0.06,   1.1,   2.37,   -11.13,   -0.81,   42.45,   440844,   0.0972047
    "ubend_0.06_1.1_4.99_13.7_0.37_28.24_346545.75_0.5",   0.06,   1.1,   4.99,   13.7,   0.37,   28.24,   346545,   0.184411
    "ubend_0.06_1.22_1.24_1.85_0.76_20.95_348137.51_0.5",   0.06,   1.22,   1.24,   1.85,   0.76,   20.95,   348137,   0.134257
    "ubend_0.06_1.24_2.28_-3.67_-0.03_50.21_478192.55_0.5",   0.06,   1.24,   2.28,   -3.67,   -0.03,   50.21,   478192,   0.052745
    "ubend_0.06_1.24_3.12_13.46_0.54_33.24_269384.16_0.5",   0.06,   1.24,   3.12,   13.46,   0.54,   33.24,   269384,   0.168302
    "ubend_0.06_1.25_4.28_-14.58_-0.75_46.31_110673.4_0.5",   0.06,   1.25,   4.28,   -14.58,   -0.75,   46.31,   110673,   0.217058
    "ubend_0.06_1.27_4.22_10.63_0.55_54.73_369022.16_0.5",   0.06,   1.27,   4.22,   10.63,   0.55,   54.73,   369022,   0.2006
    "ubend_0.06_1.28_3.83_-2.13_0.3_30.57_453847.72_0.5",   0.06,   1.28,   3.83,   -2.13,   0.3,   30.57,   453847,   0.144415
    "ubend_0.06_1.29_1.62_-13.02_0.79_46.35_234053.43_0.5",   0.06,   1.29,   1.62,   -13.02,   0.79,   46.35,   234053,   0.175245
    "ubend_0.06_1.29_2.03_-8.3_-0.98_27.27_475314.74_0.5",   0.06,   1.29,   2.03,   -8.3,   -0.98,   27.27,   475314,   0.109326
    "ubend_0.06_1.29_2.63_11.52_0.56_41.97_222884.13_0.5",   0.06,   1.29,   2.63,   11.52,   0.56,   41.97,   222884,   0.162332
    "ubend_0.06_1.2_3.75_14.81_0.26_34.47_450610.59_0.5",   0.06,   1.2,   3.75,   14.81,   0.26,   34.47,   450610,   0.12703
    "ubend_0.06_1.31_3.15_8.06_0.36_12.5_118120.3_0.5",   0.06,   1.31,   3.15,   8.06,   0.36,   12.5,   118120,   0.345601
    "ubend_0.06_1.32_1.32_4.07_0.26_50.54_229002.67_0.5",   0.06,   1.32,   1.32,   4.07,   0.26,   50.54,   229002,   0.0751933
    "ubend_0.06_1.32_4.37_-6.17_-0.21_23.73_207792.6_0.5",   0.06,   1.32,   4.37,   -6.17,   -0.21,   23.73,   207792,   0.211043
    "ubend_0.06_1.33_2.12_0.76_0.33_59.96_449980.59_0.5",   0.06,   1.33,   2.12,   0.76,   0.33,   59.96,   449980,   0.0991617
    "ubend_0.06_1.33_3.19_-7.63_0.68_49.96_245221.34_0.5",   0.06,   1.33,   3.19,   -7.63,   0.68,   49.96,   245221,   0.218209
    "ubend_0.06_1.33_3.94_0.56_0.29_23.22_106712.52_0.5",   0.06,   1.33,   3.94,   0.56,   0.29,   23.22,   106712,   0.224221
    "ubend_0.06_1.34_1.22_14.17_0.64_32.27_304132.11_0.5",   0.06,   1.34,   1.22,   14.17,   0.64,   32.27,   304132,   0.122578
    "ubend_0.06_1.34_1.49_-1.13_0.69_58.0_255870.42_0.5",   0.06,   1.34,   1.49,   -1.13,   0.69,   58,   255870,   0.155273
    "ubend_0.06_1.34_2.85_13.9_-0.27_11.73_143271.88_0.5",   0.06,   1.34,   2.85,   13.9,   -0.27,   11.73,   143271,   0.376969
    "ubend_0.06_1.35_1.3_-2.47_0.34_41.29_289774.61_0.5",   0.06,   1.35,   1.3,   -2.47,   0.34,   41.29,   289774,   0.0878496
    "ubend_0.06_1.36_1.37_-7.23_0.74_13.48_146002.59_0.5",   0.06,   1.36,   1.37,   -7.23,   0.74,   13.48,   146002,   0.17146
    "ubend_0.06_1.36_1.96_-13.86_0.29_53.75_367085.16_0.5",   0.06,   1.36,   1.96,   -13.86,   0.29,   53.75,   367085,   0.0916916
    "ubend_0.06_1.37_3.82_3.77_0.42_42.77_457917.31_0.5",   0.06,   1.37,   3.82,   3.77,   0.42,   42.77,   457917,   0.150423
    "ubend_0.06_1.38_4.54_-4.72_-0.53_29.18_144800.13_0.5",   0.06,   1.38,   4.54,   -4.72,   -0.53,   29.18,   144800,   0.215983
    "ubend_0.06_1.39_2.4_9.77_-0.24_17.45_298717.36_0.5",   0.06,   1.39,   2.4,   9.77,   -0.24,   17.45,   298717,   0.180095
    "ubend_0.06_1.3_2.62_-9.15_-0.98_18.51_279264.66_0.5",   0.06,   1.3,   2.62,   -9.15,   -0.98,   18.51,   279264,   0.183626
    "ubend_0.06_1.41_0.97_-0.99_-0.38_55.95_114570.19_0.5",   0.06,   1.41,   0.97,   -0.99,   -0.38,   55.95,   114570,   0.0385339
    "ubend_0.06_1.41_1.41_-12.98_-0.51_56.77_418445.25_0.5",   0.06,   1.41,   1.41,   -12.98,   -0.51,   56.77,   418445,   0.0384744
    "ubend_0.06_1.42_1.15_2.21_0.83_33.58_280381.5_0.5",   0.06,   1.42,   1.15,   2.21,   0.83,   33.58,   280381,   0.140094
    "ubend_0.06_1.43_1.91_13.96_0.59_24.21_118391.66_0.5",   0.06,   1.43,   1.91,   13.96,   0.59,   24.21,   118391,   0.179211
    "ubend_0.06_1.44_3.93_-6.08_-0.66_47.6_115644.3_0.5",   0.06,   1.44,   3.93,   -6.08,   -0.66,   47.6,   115644,   0.194807
    "ubend_0.06_1.44_4.8_-9.57_0.07_34.09_146758.2_0.5",   0.06,   1.44,   4.8,   -9.57,   0.07,   34.09,   146758,   0.145652
    "ubend_0.06_1.45_1.25_11.91_0.81_48.74_267676.28_0.5",   0.06,   1.45,   1.25,   11.91,   0.81,   48.74,   267676,   0.155448
    "ubend_0.06_1.45_4.3_-0.26_-0.21_15.2_341553.14_0.5",   0.06,   1.45,   4.3,   -0.26,   -0.21,   15.2,   341553,   0.299157
    "ubend_0.06_1.46_1.19_-3.1_-0.66_44.89_231376.36_0.5",   0.06,   1.46,   1.19,   -3.1,   -0.66,   44.89,   231376,   0.0433446
    "ubend_0.06_1.46_2.93_14.26_0.18_42.09_231322.41_0.5",   0.06,   1.46,   2.93,   14.26,   0.18,   42.09,   231322,   0.0994515
    "ubend_0.06_1.46_4.89_-5.61_0.02_12.65_432351.34_0.5",   0.06,   1.46,   4.89,   -5.61,   0.02,   12.65,   432351,   0.361765
    "ubend_0.06_1.47_3.5_9.66_-0.0_25.45_341330.49_0.5",   0.06,   1.47,   3.5,   9.66,   -0,   25.45,   341330,   0.148701
    "ubend_0.06_1.48_4.59_-7.43_-0.38_48.49_264618.42_0.5",   0.06,   1.48,   4.59,   -7.43,   -0.38,   48.49,   264618,   0.144235
    "ubend_0.06_1.49_1.02_-12.31_-0.49_54.83_107435.68_0.5",   0.06,   1.49,   1.02,   -12.31,   -0.49,   54.83,   107435,   0.0396551
    "ubend_0.06_1.49_3.51_9.36_0.42_59.81_178680.3_0.5",   0.06,   1.49,   3.51,   9.36,   0.42,   59.81,   178680,   0.169085
    "ubend_0.06_1.4_3.58_5.18_0.23_23.76_384122.21_0.5",   0.06,   1.4,   3.58,   5.18,   0.23,   23.76,   384122,   0.17389
    "ubend_0.06_1.4_3.78_-13.5_0.37_19.47_359540.68_0.5",   0.06,   1.4,   3.78,   -13.5,   0.37,   19.47,   359540,   0.219862
    "ubend_0.06_1.5_4.35_5.4_0.97_54.62_318055.04_0.5",   0.06,   1.5,   4.35,   5.4,   0.97,   54.62,   318055,   0.348105
    "ubend_0.07_1.01_2.98_10.89_-0.36_44.35_205051.71_0.5",   0.07,   1.01,   2.98,   10.89,   -0.36,   44.35,   205051,   0.0934116
    "ubend_0.07_1.01_3.78_6.59_0.36_52.34_145033.41_0.5",   0.07,   1.01,   3.78,   6.59,   0.36,   52.34,   145033,   0.155122
    "ubend_0.07_1.02_4.28_11.46_-0.08_25.53_238711.31_0.5",   0.07,   1.02,   4.28,   11.46,   -0.08,   25.53,   238711,   0.183129
    "ubend_0.07_1.05_2.58_0.02_0.96_12.23_374593.08_0.5",   0.07,   1.05,   2.58,   0.02,   0.96,   12.23,   374593,   0.2586
    "ubend_0.07_1.05_4.93_-14.23_0.89_26.19_379675.23_0.5",   0.07,   1.05,   4.93,   -14.23,   0.89,   26.19,   379675,   0.236559
    "ubend_0.07_1.06_1.02_13.57_0.81_20.55_191902.36_0.5",   0.07,   1.06,   1.02,   13.57,   0.81,   20.55,   191902,   0.134501
    "ubend_0.07_1.06_1.06_7.46_-0.39_10.5_218212.09_0.5",   0.07,   1.06,   1.06,   7.46,   -0.39,   10.5,   218212,   0.16835
    "ubend_0.07_1.06_2.1_-1.79_0.93_47.69_281176.6_0.5",   0.07,   1.06,   2.1,   -1.79,   0.93,   47.69,   281176,   0.221983
    "ubend_0.07_1.06_4.39_-3.0_0.17_17.94_280455.44_0.5",   0.07,   1.06,   4.39,   -3,   0.17,   17.94,   280455,   0.268378
    "ubend_0.07_1.07_1.4_1.12_0.58_56.0_479078.61_0.5",   0.07,   1.07,   1.4,   1.12,   0.58,   56,   479078,   0.125704
    "ubend_0.07_1.07_3.29_13.6_-0.67_55.25_378015.91_0.5",   0.07,   1.07,   3.29,   13.6,   -0.67,   55.25,   378015,   0.141596
    "ubend_0.07_1.09_3.66_-14.61_-0.73_40.38_190302.0_0.5",   0.07,   1.09,   3.66,   -14.61,   -0.73,   40.38,   190302,   0.182428
    "ubend_0.07_1.0_1.74_10.38_-0.96_17.23_303912.09_0.5",   0.07,   1,   1.74,   10.38,   -0.96,   17.23,   303912,   0.130286
    "ubend_0.07_1.11_1.72_-0.1_0.37_21.67_183530.8_0.5",   0.07,   1.11,   1.72,   -0.1,   0.37,   21.67,   183530,   0.158522
    "ubend_0.07_1.11_4.45_4.86_0.46_17.17_152811.62_0.5",   0.07,   1.11,   4.45,   4.86,   0.46,   17.17,   152811,   0.309583
    "ubend_0.07_1.11_4.51_1.97_0.74_27.62_230579.19_0.5",   0.07,   1.11,   4.51,   1.97,   0.74,   27.62,   230579,   0.232902
    "ubend_0.07_1.12_4.63_-3.46_-0.95_40.44_313312.61_0.5",   0.07,   1.12,   4.63,   -3.46,   -0.95,   40.44,   313312,   0.256699
    "ubend_0.07_1.12_4.75_1.55_0.28_48.11_237525.66_0.5",   0.07,   1.12,   4.75,   1.55,   0.28,   48.11,   237525,   0.142042
    "ubend_0.07_1.15_2.52_-5.44_1.0_53.46_180349.23_0.5",   0.07,   1.15,   2.52,   -5.44,   1,   53.46,   180349,   0.277377
    "ubend_0.07_1.16_1.07_-14.52_-0.69_22.17_388322.83_0.5",   0.07,   1.16,   1.07,   -14.52,   -0.69,   22.17,   388322,   0.0553337
    "ubend_0.07_1.17_3.77_6.08_-0.58_14.44_276878.22_0.5",   0.07,   1.17,   3.77,   6.08,   -0.58,   14.44,   276878,   0.278936
    "ubend_0.07_1.18_3.24_4.91_0.47_29.33_373356.72_0.5",   0.07,   1.18,   3.24,   4.91,   0.47,   29.33,   373356,   0.175865
    "ubend_0.07_1.18_4.75_3.86_-0.31_43.32_169793.78_0.5",   0.07,   1.18,   4.75,   3.86,   -0.31,   43.32,   169793,   0.154055
    "ubend_0.07_1.1_4.61_-3.5_-0.71_25.81_349950.33_0.5",   0.07,   1.1,   4.61,   -3.5,   -0.71,   25.81,   349950,   0.226805
    "ubend_0.07_1.1_4.88_-1.28_-0.63_16.9_144356.48_0.5",   0.07,   1.1,   4.88,   -1.28,   -0.63,   16.9,   144356,   0.280944
    "ubend_0.07_1.22_2.61_6.13_-0.07_17.61_285486.35_0.5",   0.07,   1.22,   2.61,   6.13,   -0.07,   17.61,   285486,   0.201505
    "ubend_0.07_1.24_2.02_-12.16_-0.41_29.57_471936.3_0.5",   0.07,   1.24,   2.02,   -12.16,   -0.41,   29.57,   471936,   0.0835559
    "ubend_0.07_1.24_2.16_-10.92_0.12_48.09_128848.92_0.5",   0.07,   1.24,   2.16,   -10.92,   0.12,   48.09,   128848,   0.0834338
    "ubend_0.07_1.24_2.51_-4.1_0.19_39.01_193734.24_0.5",   0.07,   1.24,   2.51,   -4.1,   0.19,   39.01,   193734,   0.107198
    "ubend_0.07_1.25_2.71_2.67_0.89_36.08_422604.34_0.5",   0.07,   1.25,   2.71,   2.67,   0.89,   36.08,   422604,   0.220493
    "ubend_0.07_1.26_1.34_0.3_0.48_59.1_346738.61_0.5",   0.07,   1.26,   1.34,   0.3,   0.48,   59.1,   346738,   0.111702
    "ubend_0.07_1.27_2.9_-8.19_-0.67_23.88_324355.7_0.5",   0.07,   1.27,   2.9,   -8.19,   -0.67,   23.88,   324355,   0.177476
    "ubend_0.07_1.27_3.71_-3.28_-0.86_56.86_335414.47_0.5",   0.07,   1.27,   3.71,   -3.28,   -0.86,   56.86,   335414,   0.22499
    "ubend_0.07_1.27_4.32_10.38_0.74_26.66_164729.99_0.5",   0.07,   1.27,   4.32,   10.38,   0.74,   26.66,   164729,   0.241553
    "ubend_0.07_1.28_2.09_-4.98_-0.67_50.26_148269.99_0.5",   0.07,   1.28,   2.09,   -4.98,   -0.67,   50.26,   148269,   0.0904368
    "ubend_0.07_1.28_3.64_-4.29_-0.71_20.71_150686.03_0.5",   0.07,   1.28,   3.64,   -4.29,   -0.71,   20.71,   150686,   0.250162
    "ubend_0.07_1.29_1.12_-11.62_-0.48_59.61_145372.8_0.5",   0.07,   1.29,   1.12,   -11.62,   -0.48,   59.61,   145372,   0.0363841
    "ubend_0.07_1.29_3.25_-9.91_-0.83_28.29_404654.02_0.5",   0.07,   1.29,   3.25,   -9.91,   -0.83,   28.29,   404654,   0.18509
    "ubend_0.07_1.29_3.89_-9.88_-0.18_37.68_431504.99_0.5",   0.07,   1.29,   3.89,   -9.88,   -0.18,   37.68,   431504,   0.111008
    "ubend_0.07_1.31_2.62_11.02_0.6_56.97_417710.71_0.5",   0.07,   1.31,   2.62,   11.02,   0.6,   56.97,   417710,   0.190987
    "ubend_0.07_1.31_4.42_-12.44_-0.7_31.74_266553.12_0.5",   0.07,   1.31,   4.42,   -12.44,   -0.7,   31.74,   266553,   0.225166
    "ubend_0.07_1.32_1.53_5.57_0.77_49.44_310849.81_0.5",   0.07,   1.32,   1.53,   5.57,   0.77,   49.44,   310849,   0.17133
    "ubend_0.07_1.33_2.33_-3.9_-0.96_45.07_390883.58_0.5",   0.07,   1.33,   2.33,   -3.9,   -0.96,   45.07,   390883,   0.132831
    "ubend_0.07_1.33_2.8_0.61_-0.94_22.87_315376.67_0.5",   0.07,   1.33,   2.8,   0.61,   -0.94,   22.87,   315376,   0.186868
    "ubend_0.07_1.33_4.87_1.96_0.8_38.26_291901.44_0.5",   0.07,   1.33,   4.87,   1.96,   0.8,   38.26,   291901,   0.259472
    "ubend_0.07_1.34_3.06_-9.79_-0.74_12.73_158583.62_0.5",   0.07,   1.34,   3.06,   -9.79,   -0.74,   12.73,   158583,   -0.121557
    "ubend_0.07_1.36_4.84_2.43_0.26_46.25_488646.91_0.5",   0.07,   1.36,   4.84,   2.43,   0.26,   46.25,   488646,   0.131903
    "ubend_0.07_1.36_4.85_4.89_-0.44_20.35_137475.94_0.5",   0.07,   1.36,   4.85,   4.89,   -0.44,   20.35,   137475,   0.291996
    "ubend_0.07_1.38_4.57_-12.61_-0.7_35.38_236707.58_0.5",   0.07,   1.38,   4.57,   -12.61,   -0.7,   35.38,   236707,   0.232653
    "ubend_0.07_1.39_0.92_2.23_-0.74_43.35_363454.21_0.5",   0.07,   1.39,   0.92,   2.23,   -0.74,   43.35,   363454,   0.0341527
    "ubend_0.07_1.39_1.04_-0.14_-0.02_13.23_327737.47_0.5",   0.07,   1.39,   1.04,   -0.14,   -0.02,   13.23,   327737,   0.137826
    "ubend_0.07_1.39_4.58_7.51_-0.04_22.62_366506.06_0.5",   0.07,   1.39,   4.58,   7.51,   -0.04,   22.62,   366506,   0.22661
    "ubend_0.07_1.3_1.6_-9.71_-0.31_16.39_360089.76_0.5",   0.07,   1.3,   1.6,   -9.71,   -0.31,   16.39,   360089,   0.142725
    "ubend_0.07_1.3_4.04_4.82_-0.44_39.25_439956.8_0.5",   0.07,   1.3,   4.04,   4.82,   -0.44,   39.25,   439956,   0.149266
    "ubend_0.07_1.41_1.65_13.26_0.02_10.86_252077.77_0.5",   0.07,   1.41,   1.65,   13.26,   0.02,   10.86,   252077,   0.300131
    "ubend_0.07_1.41_1.97_2.97_-0.48_21.23_201207.97_0.5",   0.07,   1.41,   1.97,   2.97,   -0.48,   21.23,   201207,   0.13959
    "ubend_0.07_1.42_1.85_9.75_0.2_11.01_176531.06_0.5",   0.07,   1.42,   1.85,   9.75,   0.2,   11.01,   176531,   0.239623
    "ubend_0.07_1.42_2.88_-10.8_0.98_41.71_356160.44_0.5",   0.07,   1.42,   2.88,   -10.8,   0.98,   41.71,   356160,   0.276514
    "ubend_0.07_1.42_4.01_7.12_-0.77_50.76_291556.33_0.5",   0.07,   1.42,   4.01,   7.12,   -0.77,   50.76,   291556,   0.231128
    "ubend_0.07_1.42_4.16_14.7_0.86_25.1_434049.43_0.5",   0.07,   1.42,   4.16,   14.7,   0.86,   25.1,   434049,   0.226228
    "ubend_0.07_1.43_3.48_1.61_0.05_25.18_297597.74_0.5",   0.07,   1.43,   3.48,   1.61,   0.05,   25.18,   297597,   0.166823
    "ubend_0.07_1.44_1.02_-8.95_0.15_37.12_120837.05_0.5",   0.07,   1.44,   1.02,   -8.95,   0.15,   37.12,   120837,   0.0866221
    "ubend_0.07_1.44_2.83_2.69_-0.51_26.87_382577.11_0.5",   0.07,   1.44,   2.83,   2.69,   -0.51,   26.87,   382577,   0.157088
    "ubend_0.07_1.45_1.32_7.72_0.45_44.18_278935.09_0.5",   0.07,   1.45,   1.32,   7.72,   0.45,   44.18,   278935,   0.109514
    "ubend_0.07_1.46_2.47_13.96_0.66_28.66_118728.61_0.5",   0.07,   1.46,   2.47,   13.96,   0.66,   28.66,   118728,   0.210587
    "ubend_0.07_1.46_4.49_2.17_-0.75_46.03_154913.8_0.5",   0.07,   1.46,   4.49,   2.17,   -0.75,   46.03,   154913,   0.256669
    "ubend_0.07_1.46_4.98_-0.95_0.96_19.0_319742.58_0.5",   0.07,   1.46,   4.98,   -0.95,   0.96,   19,   319742,   0.275816
    "ubend_0.07_1.47_2.12_-11.44_-0.05_22.46_167262.05_0.5",   0.07,   1.47,   2.12,   -11.44,   -0.05,   22.46,   167262,   0.149288
    "ubend_0.07_1.48_1.01_-11.59_-0.84_42.87_108324.98_0.5",   0.07,   1.48,   1.01,   -11.59,   -0.84,   42.87,   108324,   0.0492151
    "ubend_0.07_1.48_1.69_1.78_0.38_55.01_394696.84_0.5",   0.07,   1.48,   1.69,   1.78,   0.38,   55.01,   394696,   0.108854
    "ubend_0.07_1.49_0.96_3.15_0.94_14.98_203216.98_0.5",   0.07,   1.49,   0.96,   3.15,   0.94,   14.98,   203216,   0.121521
    "ubend_0.07_1.4_3.41_-12.67_-0.87_21.35_330827.0_0.5",   0.07,   1.4,   3.41,   -12.67,   -0.87,   21.35,   330827,   0.223846
    "ubend_0.07_1.5_3.84_2.49_0.74_56.27_478981.75_0.5",   0.07,   1.5,   3.84,   2.49,   0.74,   56.27,   478981,   0.286137
    "ubend_0.08_1.01_1.74_3.38_0.46_44.98_438761.99_0.5",   0.08,   1.01,   1.74,   3.38,   0.46,   44.98,   438761,   0.117206
    "ubend_0.08_1.02_1.03_3.41_0.48_58.58_157321.46_0.5",   0.08,   1.02,   1.03,   3.41,   0.48,   58.58,   157321,   0.107175
    "ubend_0.08_1.02_3.54_8.74_0.61_26.19_355643.67_0.5",   0.08,   1.02,   3.54,   8.74,   0.61,   26.19,   355643,   0.209735
    "ubend_0.08_1.03_2.87_4.59_-0.09_39.31_425771.57_0.5",   0.08,   1.03,   2.87,   4.59,   -0.09,   39.31,   425771,   0.0813875
    "ubend_0.08_1.03_4.21_-8.14_-0.14_39.54_469036.47_0.5",   0.08,   1.03,   4.21,   -8.14,   -0.14,   39.54,   469036,   0.112198
    "ubend_0.08_1.03_4.27_13.1_0.12_40.9_409865.73_0.5",   0.08,   1.03,   4.27,   13.1,   0.12,   40.9,   409865,   0.115689
    "ubend_0.08_1.04_1.62_-12.46_0.19_58.83_226588.43_0.5",   0.08,   1.04,   1.62,   -12.46,   0.19,   58.83,   226588,   0.0764054
